pid2,status,ltt,lng,name,longitude,latitude
45805.0,1.0,-0.67232,73.12533,Maradoofeydhoo School,73.12533104573914,-0.672318251212983
81320.0,1.0,5.96716,73.39226,Hen'badhoo School,73.39226437811902,5.967160140054204
25313.0,1.0,3.06422,72.92794,Dharanboodhoo school,72.92794189062946,3.064218876009904
83799.0,1.0,6.16419,73.25182,Lhaimagu School,73.25182406975307,6.164187175360349
91726.0,1.0,6.84216,72.99546,Madhrasathul Shaheed Ali Thakurufaan,72.99546112859593,6.84215576597111
85962.0,1.0,6.43412,73.0687,Noomaraa School,73.06870471517612,6.434115189065108
90779.0,1.0,6.81699,73.21226,Baarashu School,73.21225870096292,6.816991482353306
38098.0,1.0,6.87868,73.22763,Madharusathul Sobah,73.22762698575193,6.878680350851742
68947.0,1.0,5.00622,72.92248,Hithadhoo School,72.92248085481846,5.006217800315234
2837.0,1.0,-0.61163,73.09486,Addu High School,73.09486207049433,-0.611630122599863
3042.0,1.0,-0.60937,73.09276,Sharafuddin School,73.09276020661447,-0.609370911539277
3766.0,1.0,-0.60075,73.08666,Nooraanee School,73.08665964762706,-0.600752406414302
3855.0,1.0,-0.59977,73.08463,Mianz international school,73.08463025000124,-0.599773335
4244.0,1.0,-0.59651,73.08304,Kangaroo husainiyya pre school,73.08303808349731,-0.596511756101689
4928.0,1.0,-0.59306,73.07956,Hithadhoo School,73.07956359504105,-0.593060670427739
11346.0,1.0,-0.60686,73.09201,Hiraa School,73.09201206000121,-0.606862282
11511.0,1.0,-0.60794,73.08737,Medhevalu School,73.0873714000012,-0.607937543999971
104868.0,1.0,3.84885,72.95522,Hangnaameedhoo School,72.95521707554428,3.848847883518665
22628.0,1.0,1.83347,73.50104,L. Atoll Education Centre,73.50103882131981,1.833472343003302
25828.0,1.0,3.53504,72.92821,Dhigurah School,72.92820828173232,3.535036005196824
23754.0,1.0,2.09808,73.54527,Dhanbidhoo School,73.54527046096266,2.098075873105676
24949.0,1.0,2.99951,73.00702,Dh. Atoll School,73.00701641298146,2.999509062312601
23274.0,1.0,2.02409,73.53239,L. Atoll School,73.53239460287439,2.024088634655515
82612.0,1.0,6.05467,73.05362,Sh. Atoll Education Centre,73.05361842143608,6.05466668716207
34389.0,1.0,6.33801,72.97594,Bileiyfahi School,72.97594228907714,6.338005078934965
77919.0,1.0,5.79119,73.36362,Hidhaya School,73.36361504715339,5.79119305486539
55302.0,1.0,2.11053,73.56071,Isdhookalhaidhoo School,73.56071338580337,2.110534499334904
55801.0,1.0,2.12569,73.57864,Isdhoo School,73.5786354576356,2.125691596013955
98815.0,1.0,0.71516,73.4377,Maamendhoo School,73.43769822736259,0.715164058477924
50313.0,1.0,0.63254,73.44949,Nilandhoo School,73.44948586473404,0.632537220530877
86213.0,1.0,6.43999,72.91706,Sh. Atoll School,72.91706321299127,6.439990557077872
34755.0,1.0,6.35802,73.04768,Feydhoo School,73.04768233305386,6.358022519278161
72061.0,1.0,5.47609,73.03834,Inguraidhoo Pre-School,73.03833987589573,5.476094269758565
72371.0,1.0,5.47732,73.03758,Inguraidhoo School,73.0375815753013,5.477319261994603
65606.0,1.0,4.30956,73.572,Himmafushee School,73.57200157688193,4.309558417654352
84295.0,1.0,6.21174,73.06321,Munavvara School,73.06320596781106,6.211741266015503
34606.0,1.0,6.34796,73.20834,Feevaku School,73.20834284594416,6.347954754236371
59815.0,1.0,3.05591,72.88995,Faafu Atoll Education center,72.88994873434068,3.055913628105709
56875.0,1.0,2.32484,73.31692,Th. Atoll School,73.3169227590036,2.324842760145633
60559.0,1.0,3.10624,73.57304,Maduvvary School,73.57304540515665,3.106235094754278
59592.0,1.0,2.9594,73.60032,Veyvashu School,73.60031550060056,2.959395846062803
74999.0,1.0,5.6671,73.02982,Ungoofaaru School,73.02981973478616,5.667096594360576
75000.0,1.0,5.66725,73.0308,Saif Pre-School,73.03079732071222,5.667250696408269
44836.0,1.0,0.44429,73.56783,Gemanafushi School,73.56782988050925,0.444293313195633
116530.0,2.0,4.17744,73.5096,Cyryx College,73.50959640367498,4.17743899558175
